"time
References : ['TRAN.OUT']
Dependency : [time]
Num. Points : [204031]
Matrix Size : scalar
Type : Real","TRAN.OUT
References : []
Dependency : [time]
Num. Points : [204031]
Matrix Size : scalar
Type : Real"
3.211 nsec,-9.484 fV
3.216 nsec,-10.47 fV
3.221 nsec,-10.61 fV
3.226 nsec,-10.40 fV
3.231 nsec,-10.41 fV
3.236 nsec,-10.52 fV
3.241 nsec,-10.09 fV
3.246 nsec,-8.833 fV
3.251 nsec,-7.100 fV
3.256 nsec,-5.662 fV
3.261 nsec,-4.268 fV
3.266 nsec,-3.091 fV
3.271 nsec,-2.107 fV
3.276 nsec,-1.144 fV
3.281 nsec,92.96 aV
3.286 nsec,1.537 fV
3.291 nsec,3.338 fV
3.296 nsec,5.913 fV
3.301 nsec,8.653 fV
3.306 nsec,11.64 fV
3.311 nsec,14.24 fV
3.316 nsec,15.68 fV
3.321 nsec,16.63 fV
3.326 nsec,17.87 fV
3.331 nsec,19.13 fV
3.336 nsec,20.39 fV
3.341 nsec,21.69 fV
3.346 nsec,22.29 fV
3.351 nsec,22.80 fV
3.356 nsec,24.14 fV
3.361 nsec,25.79 fV
3.366 nsec,26.16 fV
3.371 nsec,25.10 fV
3.376 nsec,24.30 fV
3.381 nsec,23.40 fV
3.386 nsec,21.86 fV
3.391 nsec,20.23 fV
3.396 nsec,18.84 fV
3.401 nsec,17.34 fV
3.406 nsec,15.74 fV
3.411 nsec,14.62 fV
3.416 nsec,13.81 fV
3.421 nsec,13.10 fV
3.426 nsec,12.44 fV
3.431 nsec,12.13 fV
3.436 nsec,11.57 fV
3.441 nsec,10.74 fV
3.446 nsec,9.665 fV
3.451 nsec,8.307 fV
3.456 nsec,7.294 fV
3.461 nsec,6.747 fV
3.466 nsec,6.068 fV
3.471 nsec,5.483 fV
3.476 nsec,5.510 fV
3.481 nsec,5.435 fV
3.486 nsec,4.865 fV
3.491 nsec,4.471 fV
3.496 nsec,4.558 fV
3.501 nsec,4.497 fV
3.506 nsec,4.224 fV
3.511 nsec,3.195 fV
3.516 nsec,1.498 fV
3.521 nsec,-541.3 aV
3.526 nsec,-1.973 fV
3.531 nsec,-2.479 fV
3.536 nsec,-3.555 fV
3.541 nsec,-5.333 fV
3.546 nsec,-6.249 fV
3.551 nsec,-6.211 fV
3.556 nsec,-5.966 fV
3.561 nsec,-6.076 fV
3.566 nsec,-5.899 fV
3.571 nsec,-5.035 fV
3.576 nsec,-4.474 fV
3.581 nsec,-4.921 fV
3.586 nsec,-5.067 fV
3.591 nsec,-4.158 fV
3.596 nsec,-3.145 fV
3.601 nsec,-2.928 fV
3.606 nsec,-2.893 fV
3.611 nsec,-2.767 fV
3.616 nsec,-2.418 fV
3.621 nsec,-1.098 fV
3.626 nsec,720.6 aV
3.631 nsec,1.086 fV
3.636 nsec,1.066 fV
3.641 nsec,2.801 fV
3.646 nsec,4.511 fV
3.651 nsec,5.643 fV
3.656 nsec,7.646 fV
3.661 nsec,9.743 fV
3.666 nsec,10.52 fV
3.671 nsec,10.96 fV
3.676 nsec,12.00 fV
3.681 nsec,12.50 fV
3.686 nsec,12.54 fV
3.691 nsec,12.22 fV
3.696 nsec,11.95 fV
3.701 nsec,11.54 fV
3.706 nsec,11.14 fV
3.711 nsec,11.54 fV
3.716 nsec,12.23 fV
3.721 nsec,12.53 fV
3.726 nsec,11.86 fV
3.731 nsec,11.08 fV
3.736 nsec,10.86 fV
3.741 nsec,10.20 fV
3.746 nsec,8.989 fV
3.751 nsec,7.579 fV
3.756 nsec,6.503 fV
3.761 nsec,6.744 fV
3.766 nsec,7.779 fV
3.771 nsec,7.781 fV
3.776 nsec,7.422 fV
3.781 nsec,7.755 fV
3.786 nsec,8.451 fV
3.791 nsec,8.498 fV
3.796 nsec,7.434 fV
3.801 nsec,5.530 fV
3.806 nsec,3.770 fV
3.811 nsec,1.715 fV
3.816 nsec,-493.5 aV
3.821 nsec,-2.460 fV
3.826 nsec,-4.736 fV
3.831 nsec,-7.400 fV
3.836 nsec,-9.673 fV
3.841 nsec,-11.75 fV
