"time
References : ['TRAN.Vout']
Dependency : [time]
Num. Points : [200010]
Matrix Size : scalar
Type : Real","TRAN.Vout
References : []
Dependency : [time]
Num. Points : [200010]
Matrix Size : scalar
Type : Real"
44.45 nsec,1.214 mV
44.45 nsec,524.2 uV
44.46 nsec,-161.9 uV
44.46 nsec,-843.2 uV
44.47 nsec,-1.518 mV
44.47 nsec,-2.185 mV
44.48 nsec,-2.842 mV
44.48 nsec,-3.487 mV
44.49 nsec,-4.117 mV
44.49 nsec,-4.730 mV
44.50 nsec,-5.321 mV
44.50 nsec,-5.887 mV
44.51 nsec,-6.422 mV
44.51 nsec,-6.921 mV
44.52 nsec,-7.378 mV
44.52 nsec,-7.787 mV
44.53 nsec,-8.142 mV
44.53 nsec,-8.437 mV
44.54 nsec,-8.664 mV
44.54 nsec,-8.819 mV
44.55 nsec,-8.896 mV
44.55 nsec,-8.891 mV
44.56 nsec,-8.800 mV
44.56 nsec,-8.619 mV
44.57 nsec,-8.348 mV
44.57 nsec,-7.986 mV
44.58 nsec,-7.534 mV
44.58 nsec,-6.995 mV
44.59 nsec,-6.371 mV
44.59 nsec,-5.669 mV
44.60 nsec,-4.894 mV
44.60 nsec,-4.054 mV
44.61 nsec,-3.158 mV
44.61 nsec,-2.216 mV
44.62 nsec,-1.238 mV
44.62 nsec,-236.8 uV
44.63 nsec,776.9 uV
44.63 nsec,1.790 mV
44.64 nsec,2.791 mV
44.64 nsec,3.766 mV
44.65 nsec,4.704 mV
44.65 nsec,5.593 mV
44.66 nsec,6.422 mV
44.66 nsec,7.181 mV
44.67 nsec,7.861 mV
44.67 nsec,8.455 mV
44.68 nsec,8.957 mV
44.68 nsec,9.361 mV
44.69 nsec,9.665 mV
44.69 nsec,9.867 mV
44.70 nsec,9.968 mV
44.70 nsec,9.969 mV
44.71 nsec,9.874 mV
44.71 nsec,9.687 mV
44.72 nsec,9.414 mV
44.72 nsec,9.061 mV
44.73 nsec,8.638 mV
44.73 nsec,8.151 mV
44.74 nsec,7.610 mV
44.74 nsec,7.021 mV
44.75 nsec,6.395 mV
44.75 nsec,5.738 mV
44.76 nsec,5.057 mV
44.76 nsec,4.359 mV
44.77 nsec,3.649 mV
44.77 nsec,2.932 mV
44.78 nsec,2.211 mV
44.78 nsec,1.489 mV
44.79 nsec,769.0 uV
44.79 nsec,52.43 uV
44.80 nsec,-659.3 uV
44.80 nsec,-1.365 mV
44.81 nsec,-2.063 mV
44.81 nsec,-2.753 mV
44.82 nsec,-3.432 mV
44.82 nsec,-4.098 mV
44.83 nsec,-4.748 mV
44.83 nsec,-5.379 mV
44.84 nsec,-5.987 mV
44.84 nsec,-6.566 mV
44.85 nsec,-7.111 mV
44.85 nsec,-7.615 mV
44.86 nsec,-8.073 mV
44.86 nsec,-8.477 mV
44.87 nsec,-8.820 mV
44.87 nsec,-9.096 mV
44.88 nsec,-9.297 mV
44.88 nsec,-9.418 mV
44.89 nsec,-9.453 mV
44.89 nsec,-9.397 mV
44.90 nsec,-9.247 mV
44.90 nsec,-9.000 mV
44.91 nsec,-8.656 mV
44.91 nsec,-8.215 mV
44.92 nsec,-7.678 mV
44.92 nsec,-7.049 mV
44.93 nsec,-6.333 mV
44.93 nsec,-5.536 mV
44.94 nsec,-4.666 mV
44.94 nsec,-3.731 mV
44.95 nsec,-2.743 mV
44.95 nsec,-1.712 mV
44.96 nsec,-650.3 uV
44.96 nsec,429.0 uV
44.97 nsec,1.513 mV
44.97 nsec,2.588 mV
44.98 nsec,3.640 mV
44.98 nsec,4.657 mV
44.99 nsec,5.625 mV
44.99 nsec,6.532 mV
45.00 nsec,7.367 mV
45.00 nsec,8.121 mV
45.01 nsec,8.784 mV
45.01 nsec,9.349 mV
45.02 nsec,9.811 mV
45.02 nsec,10.17 mV
45.03 nsec,10.41 mV
45.03 nsec,10.55 mV
45.04 nsec,10.57 mV
45.04 nsec,10.50 mV
45.05 nsec,10.32 mV
45.05 nsec,10.05 mV
45.06 nsec,9.693 mV
45.06 nsec,9.258 mV
45.07 nsec,8.754 mV
45.07 nsec,8.191 mV
45.08 nsec,7.576 mV
45.08 nsec,6.920 mV
45.09 nsec,6.231 mV
45.09 nsec,5.518 mV
45.10 nsec,4.786 mV
45.10 nsec,4.042 mV
45.11 nsec,3.291 mV
45.11 nsec,2.537 mV
45.12 nsec,1.783 mV
45.12 nsec,1.032 mV
45.13 nsec,284.7 uV
45.13 nsec,-457.5 uV
45.14 nsec,-1.194 mV
45.14 nsec,-1.923 mV
45.15 nsec,-2.645 mV
45.15 nsec,-3.357 mV
45.16 nsec,-4.059 mV
45.16 nsec,-4.747 mV
45.17 nsec,-5.418 mV
45.17 nsec,-6.068 mV
45.18 nsec,-6.692 mV
45.18 nsec,-7.284 mV
45.19 nsec,-7.838 mV
45.19 nsec,-8.347 mV
45.20 nsec,-8.803 mV
45.20 nsec,-9.199 mV
45.21 nsec,-9.526 mV
45.21 nsec,-9.778 mV
45.22 nsec,-9.947 mV
45.22 nsec,-10.03 mV
45.23 nsec,-10.01 mV
45.23 nsec,-9.898 mV
45.24 nsec,-9.681 mV
45.24 nsec,-9.359 mV
45.25 nsec,-8.933 mV
45.25 nsec,-8.403 mV
45.26 nsec,-7.773 mV
45.26 nsec,-7.046 mV
45.27 nsec,-6.229 mV
45.27 nsec,-5.330 mV
45.28 nsec,-4.358 mV
45.28 nsec,-3.324 mV
45.29 nsec,-2.238 mV
45.29 nsec,-1.115 mV
45.30 nsec,32.14 uV
45.30 nsec,1.190 mV
45.31 nsec,2.343 mV
45.31 nsec,3.477 mV
45.32 nsec,4.577 mV
45.32 nsec,5.630 mV
45.33 nsec,6.621 mV
45.33 nsec,7.539 mV
45.34 nsec,8.372 mV
45.34 nsec,9.111 mV
45.35 nsec,9.746 mV
45.35 nsec,10.27 mV
45.36 nsec,10.68 mV
45.36 nsec,10.98 mV
45.37 nsec,11.15 mV
45.37 nsec,11.21 mV
45.38 nsec,11.15 mV
45.38 nsec,10.99 mV
45.39 nsec,10.72 mV
45.39 nsec,10.36 mV
45.40 nsec,9.917 mV
45.40 nsec,9.395 mV
45.41 nsec,8.807 mV
45.41 nsec,8.165 mV
45.42 nsec,7.477 mV
45.42 nsec,6.755 mV
45.43 nsec,6.005 mV
45.43 nsec,5.238 mV
45.44 nsec,4.458 mV
45.44 nsec,3.672 mV
45.45 nsec,2.883 mV
45.45 nsec,2.096 mV
45.46 nsec,1.313 mV
45.46 nsec,534.7 uV
45.47 nsec,-238.0 uV
45.47 nsec,-1.004 mV
45.48 nsec,-1.764 mV
45.48 nsec,-2.517 mV
45.49 nsec,-3.262 mV
45.49 nsec,-3.999 mV
45.50 nsec,-4.723 mV
45.50 nsec,-5.434 mV
45.51 nsec,-6.127 mV
45.51 nsec,-6.796 mV
45.52 nsec,-7.437 mV
45.52 nsec,-8.042 mV
45.53 nsec,-8.605 mV
45.53 nsec,-9.116 mV
45.54 nsec,-9.568 mV
45.54 nsec,-9.952 mV
45.55 nsec,-10.26 mV
45.55 nsec,-10.48 mV
45.56 nsec,-10.61 mV
45.56 nsec,-10.64 mV
45.57 nsec,-10.57 mV
45.57 nsec,-10.39 mV
45.58 nsec,-10.09 mV
45.58 nsec,-9.689 mV
45.59 nsec,-9.171 mV
45.59 nsec,-8.543 mV
45.60 nsec,-7.809 mV
45.60 nsec,-6.976 mV
45.61 nsec,-6.050 mV
45.61 nsec,-5.042 mV
45.62 nsec,-3.961 mV
45.62 nsec,-2.822 mV
45.63 nsec,-1.636 mV
45.63 nsec,-418.0 uV
45.64 nsec,816.2 uV
45.64 nsec,2.051 mV
45.65 nsec,3.272 mV
45.65 nsec,4.461 mV
45.66 nsec,5.604 mV
45.66 nsec,6.686 mV
45.67 nsec,7.693 mV
45.67 nsec,8.613 mV
45.68 nsec,9.433 mV
45.68 nsec,10.15 mV
45.69 nsec,10.74 mV
45.69 nsec,11.21 mV
45.70 nsec,11.56 mV
45.70 nsec,11.78 mV
45.71 nsec,11.88 mV
45.71 nsec,11.85 mV
45.72 nsec,11.70 mV
45.72 nsec,11.44 mV
45.73 nsec,11.07 mV
45.73 nsec,10.61 mV
45.74 nsec,10.07 mV
45.74 nsec,9.462 mV
45.75 nsec,8.789 mV
45.75 nsec,8.068 mV
45.76 nsec,7.309 mV
45.76 nsec,6.521 mV
45.77 nsec,5.715 mV
45.77 nsec,4.897 mV
45.78 nsec,4.073 mV
45.78 nsec,3.249 mV
45.79 nsec,2.428 mV
45.79 nsec,1.611 mV
45.80 nsec,801.6 uV
45.80 nsec,-1.311 uV
45.81 nsec,-797.4 uV
45.81 nsec,-1.587 mV
45.82 nsec,-2.370 mV
45.82 nsec,-3.147 mV
45.83 nsec,-3.916 mV
45.83 nsec,-4.677 mV
45.84 nsec,-5.427 mV
45.84 nsec,-6.162 mV
45.85 nsec,-6.877 mV
45.85 nsec,-7.567 mV
45.86 nsec,-8.225 mV
45.86 nsec,-8.843 mV
45.87 nsec,-9.412 mV
45.87 nsec,-9.924 mV
45.88 nsec,-10.37 mV
45.88 nsec,-10.74 mV
45.89 nsec,-11.02 mV
45.89 nsec,-11.20 mV
45.90 nsec,-11.29 mV
45.90 nsec,-11.26 mV
45.91 nsec,-11.12 mV
45.91 nsec,-10.86 mV
45.92 nsec,-10.48 mV
45.92 nsec,-9.980 mV
45.93 nsec,-9.360 mV
45.93 nsec,-8.623 mV
45.94 nsec,-7.777 mV
45.94 nsec,-6.827 mV
45.95 nsec,-5.785 mV
45.95 nsec,-4.660 mV
45.96 nsec,-3.465 mV
45.96 nsec,-2.216 mV
45.97 nsec,-926.0 uV
45.97 nsec,387.7 uV
45.98 nsec,1.709 mV
45.98 nsec,3.020 mV
45.99 nsec,4.303 mV
45.99 nsec,5.543 mV
46.00 nsec,6.722 mV
46.00 nsec,7.825 mV
46.01 nsec,8.838 mV
46.01 nsec,9.749 mV
46.02 nsec,10.54 mV
46.02 nsec,11.22 mV
46.03 nsec,11.76 mV
46.03 nsec,12.17 mV
46.04 nsec,12.44 mV
46.04 nsec,12.57 mV
46.05 nsec,12.57 mV
46.05 nsec,12.44 mV
46.06 nsec,12.19 mV
46.06 nsec,11.82 mV
46.07 nsec,11.35 mV
46.07 nsec,10.79 mV
46.08 nsec,10.16 mV
46.08 nsec,9.452 mV
46.09 nsec,8.694 mV
46.09 nsec,7.895 mV
46.10 nsec,7.067 mV
46.10 nsec,6.218 mV
46.11 nsec,5.359 mV
46.11 nsec,4.495 mV
46.12 nsec,3.633 mV
46.12 nsec,2.776 mV
46.13 nsec,1.926 mV
46.13 nsec,1.084 mV
46.14 nsec,251.6 uV
46.14 nsec,-573.4 uV
46.15 nsec,-1.391 mV
46.15 nsec,-2.203 mV
46.16 nsec,-3.010 mV
46.16 nsec,-3.811 mV
46.17 nsec,-4.607 mV
46.17 nsec,-5.394 mV
46.18 nsec,-6.170 mV
46.18 nsec,-6.931 mV
46.19 nsec,-7.671 mV
46.19 nsec,-8.383 mV
46.20 nsec,-9.058 mV
46.20 nsec,-9.688 mV
46.21 nsec,-10.26 mV
46.21 nsec,-10.77 mV
46.22 nsec,-11.20 mV
46.22 nsec,-11.55 mV
46.23 nsec,-11.80 mV
46.23 nsec,-11.94 mV
46.24 nsec,-11.97 mV
46.24 nsec,-11.88 mV
46.25 nsec,-11.66 mV
46.25 nsec,-11.31 mV
46.26 nsec,-10.83 mV
46.26 nsec,-10.22 mV
46.27 nsec,-9.490 mV
46.27 nsec,-8.634 mV
46.28 nsec,-7.665 mV
46.28 nsec,-6.590 mV
46.29 nsec,-5.422 mV
46.29 nsec,-4.174 mV
46.30 nsec,-2.860 mV
46.30 nsec,-1.496 mV
46.31 nsec,-100.7 uV
46.31 nsec,1.310 mV
46.32 nsec,2.716 mV
46.32 nsec,4.099 mV
46.33 nsec,5.441 mV
46.33 nsec,6.724 mV
46.34 nsec,7.931 mV
46.34 nsec,9.045 mV
46.35 nsec,10.05 mV
46.35 nsec,10.94 mV
46.36 nsec,11.70 mV
46.36 nsec,12.32 mV
46.37 nsec,12.79 mV
46.37 nsec,13.12 mV
46.38 nsec,13.30 mV
46.38 nsec,13.33 mV
46.39 nsec,13.23 mV
46.39 nsec,12.98 mV
46.40 nsec,12.62 mV
46.40 nsec,12.14 mV
46.41 nsec,11.56 mV
46.41 nsec,10.89 mV
46.42 nsec,10.15 mV
46.42 nsec,9.357 mV
46.43 nsec,8.515 mV
46.43 nsec,7.642 mV
46.44 nsec,6.748 mV
46.44 nsec,5.844 mV
46.45 nsec,4.938 mV
46.45 nsec,4.035 mV
46.46 nsec,3.140 mV
46.46 nsec,2.256 mV
46.47 nsec,1.382 mV
46.47 nsec,519.3 uV
46.48 nsec,-333.7 uV
46.48 nsec,-1.179 mV
46.49 nsec,-2.018 mV
46.49 nsec,-2.852 mV
46.50 nsec,-3.683 mV
46.50 nsec,-4.511 mV
46.51 nsec,-5.334 mV
46.51 nsec,-6.151 mV
46.52 nsec,-6.956 mV
46.52 nsec,-7.745 mV
46.53 nsec,-8.511 mV
46.53 nsec,-9.245 mV
46.54 nsec,-9.938 mV
46.54 nsec,-10.58 mV
46.55 nsec,-11.16 mV
46.55 nsec,-11.66 mV
46.56 nsec,-12.07 mV
46.56 nsec,-12.39 mV
46.57 nsec,-12.60 mV
46.57 nsec,-12.69 mV
46.58 nsec,-12.65 mV
46.58 nsec,-12.48 mV
46.59 nsec,-12.17 mV
46.59 nsec,-11.72 mV
46.60 nsec,-11.13 mV
46.60 nsec,-10.41 mV
46.61 nsec,-9.549 mV
46.61 nsec,-8.563 mV
46.62 nsec,-7.460 mV
46.62 nsec,-6.251 mV
46.63 nsec,-4.950 mV
46.63 nsec,-3.572 mV
46.64 nsec,-2.134 mV
46.64 nsec,-654.1 uV
46.65 nsec,848.7 uV
46.65 nsec,2.354 mV
46.66 nsec,3.843 mV
46.66 nsec,5.294 mV
46.67 nsec,6.688 mV
46.67 nsec,8.005 mV
46.68 nsec,9.229 mV
46.68 nsec,10.34 mV
46.69 nsec,11.33 mV
46.69 nsec,12.18 mV
46.70 nsec,12.89 mV
46.70 nsec,13.44 mV
46.71 nsec,13.83 mV
46.71 nsec,14.06 mV
46.72 nsec,14.13 mV
46.72 nsec,14.05 mV
46.73 nsec,13.82 mV
46.73 nsec,13.46 mV
46.74 nsec,12.97 mV
46.74 nsec,12.37 mV
46.75 nsec,11.67 mV
46.75 nsec,10.90 mV
46.76 nsec,10.06 mV
46.76 nsec,9.170 mV
46.77 nsec,8.248 mV
46.77 nsec,7.305 mV
46.78 nsec,6.353 mV
46.78 nsec,5.400 mV
46.79 nsec,4.454 mV
46.79 nsec,3.519 mV
46.80 nsec,2.598 mV
46.80 nsec,1.692 mV
46.81 nsec,800.2 uV
46.81 nsec,-79.90 uV
46.82 nsec,-950.4 uV
46.82 nsec,-1.814 mV
46.83 nsec,-2.674 mV
46.83 nsec,-3.532 mV
46.84 nsec,-4.390 mV
46.84 nsec,-5.246 mV
46.85 nsec,-6.101 mV
46.85 nsec,-6.949 mV
46.86 nsec,-7.787 mV
46.86 nsec,-8.607 mV
46.87 nsec,-9.401 mV
46.87 nsec,-10.16 mV
46.88 nsec,-10.87 mV
46.88 nsec,-11.52 mV
46.89 nsec,-12.09 mV
46.89 nsec,-12.58 mV
46.90 nsec,-12.97 mV
46.90 nsec,-13.25 mV
46.91 nsec,-13.41 mV
46.91 nsec,-13.44 mV
46.92 nsec,-13.32 mV
46.92 nsec,-13.06 mV
46.93 nsec,-12.65 mV
46.93 nsec,-12.09 mV
46.94 nsec,-11.38 mV
46.94 nsec,-10.52 mV
46.95 nsec,-9.525 mV
46.95 nsec,-8.397 mV
46.96 nsec,-7.151 mV
46.96 nsec,-5.799 mV
46.97 nsec,-4.357 mV
46.97 nsec,-2.844 mV
46.98 nsec,-1.278 mV
46.98 nsec,320.7 uV
46.99 nsec,1.930 mV
46.99 nsec,3.529 mV
47.00 nsec,5.095 mV
47.00 nsec,6.606 mV
47.01 nsec,8.043 mV
47.01 nsec,9.384 mV
47.02 nsec,10.61 mV
47.02 nsec,11.71 mV
47.03 nsec,12.66 mV
47.03 nsec,13.46 mV
47.04 nsec,14.10 mV
47.04 nsec,14.56 mV
47.05 nsec,14.85 mV
47.05 nsec,14.97 mV
47.06 nsec,14.92 mV
47.06 nsec,14.71 mV
47.07 nsec,14.35 mV
47.07 nsec,13.85 mV
47.08 nsec,13.23 mV
47.08 nsec,12.50 mV
47.09 nsec,11.69 mV
47.09 nsec,10.80 mV
47.10 nsec,9.861 mV
47.10 nsec,8.886 mV
47.11 nsec,7.889 mV
47.11 nsec,6.884 mV
47.12 nsec,5.882 mV
47.12 nsec,4.889 mV
47.13 nsec,3.912 mV
47.13 nsec,2.953 mV
47.14 nsec,2.013 mV
47.14 nsec,1.092 mV
47.15 nsec,185.7 uV
47.15 nsec,-708.5 uV
47.16 nsec,-1.595 mV
47.16 nsec,-2.477 mV
47.17 nsec,-3.359 mV
47.17 nsec,-4.243 mV
47.18 nsec,-5.130 mV
47.18 nsec,-6.019 mV
47.19 nsec,-6.908 mV
47.19 nsec,-7.792 mV
47.20 nsec,-8.666 mV
47.20 nsec,-9.519 mV
47.21 nsec,-10.34 mV
47.21 nsec,-11.12 mV
47.22 nsec,-11.85 mV
47.22 nsec,-12.50 mV
47.23 nsec,-13.07 mV
47.23 nsec,-13.55 mV
47.24 nsec,-13.90 mV
47.24 nsec,-14.14 mV
47.25 nsec,-14.24 mV
47.25 nsec,-14.19 mV
47.26 nsec,-13.98 mV
47.26 nsec,-13.62 mV
47.27 nsec,-13.09 mV
47.27 nsec,-12.40 mV
47.28 nsec,-11.55 mV
47.28 nsec,-10.55 mV
47.29 nsec,-9.402 mV
47.29 nsec,-8.122 mV
47.30 nsec,-6.722 mV
47.30 nsec,-5.219 mV
47.31 nsec,-3.630 mV
47.31 nsec,-1.977 mV
47.32 nsec,-280.4 uV
47.32 nsec,1.436 mV
47.33 nsec,3.150 mV
47.33 nsec,4.837 mV
47.34 nsec,6.474 mV
47.34 nsec,8.037 mV
47.35 nsec,9.505 mV
47.35 nsec,10.86 mV
47.36 nsec,12.08 mV
47.36 nsec,13.14 mV
47.37 nsec,14.04 mV
47.37 nsec,14.77 mV
47.38 nsec,15.32 mV
47.38 nsec,15.67 mV
47.39 nsec,15.84 mV
47.39 nsec,15.83 mV
47.40 nsec,15.64 mV
47.40 nsec,15.29 mV
47.41 nsec,14.78 mV
47.41 nsec,14.14 mV
47.42 nsec,13.38 mV
47.42 nsec,12.52 mV
47.43 nsec,11.59 mV
47.43 nsec,10.59 mV
47.44 nsec,9.557 mV
47.44 nsec,8.502 mV
47.45 nsec,7.439 mV
47.45 nsec,6.381 mV
47.46 nsec,5.338 mV
47.46 nsec,4.315 mV
47.47 nsec,3.316 mV
47.47 nsec,2.342 mV
47.48 nsec,1.391 mV
47.48 nsec,460.4 uV
47.49 nsec,-455.4 uV
47.49 nsec,-1.361 mV
47.50 nsec,-2.263 mV
47.50 nsec,-3.164 mV
47.51 nsec,-4.071 mV
47.51 nsec,-4.984 mV
47.52 nsec,-5.904 mV
47.52 nsec,-6.830 mV
47.53 nsec,-7.759 mV
47.53 nsec,-8.684 mV
47.54 nsec,-9.596 mV
47.54 nsec,-10.49 mV
47.55 nsec,-11.34 mV
47.55 nsec,-12.14 mV
47.56 nsec,-12.88 mV
47.56 nsec,-13.54 mV
47.57 nsec,-14.10 mV
47.57 nsec,-14.54 mV
47.58 nsec,-14.86 mV
47.58 nsec,-15.04 mV
47.59 nsec,-15.06 mV
47.59 nsec,-14.92 mV
47.60 nsec,-14.61 mV
47.60 nsec,-14.13 mV
47.61 nsec,-13.47 mV
47.61 nsec,-12.64 mV
47.62 nsec,-11.64 mV
47.62 nsec,-10.48 mV
47.63 nsec,-9.167 mV
47.63 nsec,-7.723 mV
47.64 nsec,-6.160 mV
47.64 nsec,-4.497 mV
47.65 nsec,-2.756 mV
47.65 nsec,-960.2 uV
47.66 nsec,867.4 uV
47.66 nsec,2.701 mV
47.67 nsec,4.515 mV
47.67 nsec,6.284 mV
47.68 nsec,7.982 mV
47.68 nsec,9.586 mV
47.69 nsec,11.07 mV
47.69 nsec,12.42 mV
47.70 nsec,13.61 mV
47.70 nsec,14.62 mV
47.71 nsec,15.46 mV
47.71 nsec,16.09 mV
47.72 nsec,16.52 mV
47.72 nsec,16.76 mV
47.73 nsec,16.79 mV
47.73 nsec,16.63 mV
47.74 nsec,16.28 mV
47.74 nsec,15.77 mV
47.75 nsec,15.10 mV
47.75 nsec,14.31 mV
47.76 nsec,13.41 mV
47.76 nsec,12.42 mV
47.77 nsec,11.36 mV
47.77 nsec,10.26 mV
47.78 nsec,9.142 mV
47.78 nsec,8.016 mV
47.79 nsec,6.898 mV
47.79 nsec,5.799 mV
47.80 nsec,4.727 mV
47.80 nsec,3.686 mV
47.81 nsec,2.676 mV
47.81 nsec,1.696 mV
47.82 nsec,740.8 uV
47.82 nsec,-194.6 uV
47.83 nsec,-1.117 mV
47.83 nsec,-2.034 mV
47.84 nsec,-2.951 mV
47.84 nsec,-3.875 mV
47.85 nsec,-4.809 mV
47.85 nsec,-5.756 mV
47.86 nsec,-6.715 mV
47.86 nsec,-7.685 mV
47.87 nsec,-8.658 mV
47.87 nsec,-9.628 mV
47.88 nsec,-10.58 mV
47.88 nsec,-11.51 mV
47.89 nsec,-12.39 mV
47.89 nsec,-13.22 mV
47.90 nsec,-13.97 mV
47.90 nsec,-14.62 mV
47.91 nsec,-15.16 mV
47.91 nsec,-15.57 mV
47.92 nsec,-15.84 mV
47.92 nsec,-15.94 mV
47.93 nsec,-15.88 mV
47.93 nsec,-15.63 mV
47.94 nsec,-15.20 mV
47.94 nsec,-14.58 mV
47.95 nsec,-13.78 mV
47.95 nsec,-12.79 mV
47.96 nsec,-11.62 mV
47.96 nsec,-10.29 mV
47.97 nsec,-8.803 mV
47.97 nsec,-7.184 mV
47.98 nsec,-5.450 mV
47.98 nsec,-3.622 mV
47.99 nsec,-1.724 mV
47.99 nsec,216.6 uV
48.00 nsec,2.174 mV
48.00 nsec,4.121 mV
48.01 nsec,6.028 mV
48.01 nsec,7.870 mV
48.02 nsec,9.618 mV
48.02 nsec,11.25 mV
48.03 nsec,12.73 mV
48.03 nsec,14.06 mV
48.04 nsec,15.20 mV
48.04 nsec,16.15 mV
48.05 nsec,16.88 mV
48.05 nsec,17.40 mV
48.06 nsec,17.70 mV
48.06 nsec,17.79 mV
48.07 nsec,17.66 mV
48.07 nsec,17.33 mV
48.08 nsec,16.81 mV
48.08 nsec,16.13 mV
48.09 nsec,15.30 mV
48.09 nsec,14.34 mV
48.10 nsec,13.29 mV
48.10 nsec,12.17 mV
48.11 nsec,11.01 mV
48.11 nsec,9.813 mV
48.12 nsec,8.616 mV
48.12 nsec,7.432 mV
48.13 nsec,6.272 mV
48.13 nsec,5.146 mV
48.14 nsec,4.059 mV
48.14 nsec,3.012 mV
48.15 nsec,2.001 mV
48.15 nsec,1.023 mV
48.16 nsec,70.35 uV
48.16 nsec,-865.5 uV
48.17 nsec,-1.793 mV
48.17 nsec,-2.721 mV
48.18 nsec,-3.657 mV
48.18 nsec,-4.607 mV
48.19 nsec,-5.575 mV
48.19 nsec,-6.562 mV
48.20 nsec,-7.568 mV
48.20 nsec,-8.586 mV
48.21 nsec,-9.610 mV
48.21 nsec,-10.63 mV
48.22 nsec,-11.63 mV
48.22 nsec,-12.60 mV
48.23 nsec,-13.51 mV
48.23 nsec,-14.35 mV
48.24 nsec,-15.11 mV
48.24 nsec,-15.75 mV
48.25 nsec,-16.26 mV
48.25 nsec,-16.62 mV
48.26 nsec,-16.82 mV
48.26 nsec,-16.84 mV
48.27 nsec,-16.67 mV
48.27 nsec,-16.31 mV
48.28 nsec,-15.74 mV
48.28 nsec,-14.97 mV
48.29 nsec,-14.00 mV
48.29 nsec,-12.83 mV
48.30 nsec,-11.48 mV
48.30 nsec,-9.965 mV
48.31 nsec,-8.294 mV
48.31 nsec,-6.490 mV
48.32 nsec,-4.576 mV
48.32 nsec,-2.578 mV
48.33 nsec,-522.2 uV
48.33 nsec,1.563 mV
48.34 nsec,3.647 mV
48.34 nsec,5.700 mV
48.35 nsec,7.692 mV
48.35 nsec,9.594 mV
48.36 nsec,11.38 mV
48.36 nsec,13.02 mV
48.37 nsec,14.49 mV
48.37 nsec,15.77 mV
48.38 nsec,16.84 mV
48.38 nsec,17.69 mV
48.39 nsec,18.30 mV
48.39 nsec,18.68 mV
48.40 nsec,18.83 mV
48.40 nsec,18.74 mV
48.41 nsec,18.43 mV
48.41 nsec,17.91 mV
48.42 nsec,17.21 mV
48.42 nsec,16.34 mV
48.43 nsec,15.34 mV
48.43 nsec,14.22 mV
48.44 nsec,13.03 mV
48.44 nsec,11.79 mV
48.45 nsec,10.51 mV
48.45 nsec,9.239 mV
48.46 nsec,7.981 mV
48.46 nsec,6.754 mV
48.47 nsec,5.570 mV
48.47 nsec,4.433 mV
48.48 nsec,3.345 mV
48.48 nsec,2.304 mV
48.49 nsec,1.303 mV
48.49 nsec,334.9 uV
48.50 nsec,-611.0 uV
48.50 nsec,-1.545 mV
48.51 nsec,-2.478 mV
48.51 nsec,-3.421 mV
48.52 nsec,-4.380 mV
48.52 nsec,-5.362 mV
48.53 nsec,-6.371 mV
48.53 nsec,-7.407 mV
48.54 nsec,-8.465 mV
48.54 nsec,-9.540 mV
48.55 nsec,-10.62 mV
48.55 nsec,-11.69 mV
48.56 nsec,-12.74 mV
48.56 nsec,-13.75 mV
48.57 nsec,-14.69 mV
48.57 nsec,-15.55 mV
48.58 nsec,-16.30 mV
48.58 nsec,-16.92 mV
48.59 nsec,-17.39 mV
48.59 nsec,-17.69 mV
48.60 nsec,-17.81 mV
48.60 nsec,-17.72 mV
48.61 nsec,-17.43 mV
48.61 nsec,-16.93 mV
48.62 nsec,-16.20 mV
48.62 nsec,-15.26 mV
48.63 nsec,-14.11 mV
48.63 nsec,-12.75 mV
48.64 nsec,-11.21 mV
48.64 nsec,-9.490 mV
48.65 nsec,-7.621 mV
48.65 nsec,-5.625 mV
48.66 nsec,-3.527 mV
48.66 nsec,-1.355 mV
48.67 nsec,859.7 uV
48.67 nsec,3.086 mV
48.68 nsec,5.290 mV
48.68 nsec,7.441 mV
48.69 nsec,9.506 mV
48.69 nsec,11.45 mV
48.70 nsec,13.26 mV
48.70 nsec,14.88 mV
48.71 nsec,16.31 mV
48.71 nsec,17.52 mV
48.72 nsec,18.50 mV
48.72 nsec,19.22 mV
48.73 nsec,19.70 mV
48.73 nsec,19.91 mV
48.74 nsec,19.87 mV
48.74 nsec,19.59 mV
48.75 nsec,19.07 mV
48.75 nsec,18.35 mV
48.76 nsec,17.45 mV
48.76 nsec,16.39 mV
48.77 nsec,15.21 mV
48.77 nsec,13.94 mV
48.78 nsec,12.61 mV
48.78 nsec,11.25 mV
48.79 nsec,9.887 mV
48.79 nsec,8.546 mV
48.80 nsec,7.245 mV
48.80 nsec,5.995 mV
48.81 nsec,4.804 mV
48.81 nsec,3.673 mV
48.82 nsec,2.599 mV
48.82 nsec,1.576 mV
48.83 nsec,594.2 uV
48.83 nsec,-358.4 uV
48.84 nsec,-1.295 mV
48.84 nsec,-2.228 mV
48.85 nsec,-3.170 mV
48.85 nsec,-4.131 mV
48.86 nsec,-5.121 mV
48.86 nsec,-6.144 mV
48.87 nsec,-7.203 mV
48.87 nsec,-8.296 mV
48.88 nsec,-9.416 mV
48.88 nsec,-10.55 mV
48.89 nsec,-11.70 mV
48.89 nsec,-12.83 mV
48.90 nsec,-13.93 mV
48.90 nsec,-14.97 mV
48.91 nsec,-15.94 mV
48.91 nsec,-16.80 mV
48.92 nsec,-17.54 mV
